Id,Balance,BusinessCurrencyCode,BusinessId,BusinessName,Code,ConnectedTransactionGuid,CoworkerFullName,CoworkerId,CoworkerInvoiceBillToName,CoworkerInvoiceDraft,CoworkerInvoiceDueDate,CoworkerInvoiceId,CoworkerInvoiceInvoiceNumber,CoworkerInvoicePaid,CoworkerInvoicePaidOn,CoworkerInvoiceRefunded,CoworkerInvoiceRefundedOn,CoworkerInvoiceTotalAmount,CoworkerInvoiceWaitingForInvoiceNumber,CreatedOn,Credit,CustomFields,Debit,Description,IsNew,LocalizationDetails,PaidInvoiceId,PaymentGatewayName,PaymentMethodNumber,SupplementIndex,SystemId,ToStringText,TransactionDate,UniqueId,UpdatedBy,UpdatedOn
1440192550,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Francesca White,1423806943,Francesca White,False,2026-08-28T19:55:16Z,1429950619,INV-0016,True,2026-08-25T19:59:12.694091Z,False,,1250.0,False,2026-08-25T19:59:12.694091Z,0.0,,0.0,Payment received,False,,1429950619,11,,,,Payment received,2026-08-25T19:59:12.694091Z,d3334567-def2-4262-bb02-5750f3bd8d99,Olena+e2@nexudus.com,2026-08-25T19:59:12.7721955Z
1440192552,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Kerry White,1423807136,Kerry White,False,2026-08-28T19:55:19Z,1429950620,INV-0017,True,2026-08-25T19:59:13.5078885Z,False,,2010.0,False,2026-08-25T19:59:13.5078885Z,0.0,,0.0,Payment received,False,,1429950620,11,,,,Payment received,2026-08-25T19:59:13.5078885Z,317d4be0-6ac0-4a5a-a2fc-c926ec46e47a,Olena+e2@nexudus.com,2026-08-25T19:59:13.5703862Z
1440192479,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Leigh Butler,1423806946,Leigh Butler,False,2026-08-28T19:55:23Z,1429950621,INV-0018,True,2026-08-25T19:59:14.4081081Z,False,,430.0,False,2026-08-25T19:59:14.4081081Z,0.0,,0.0,Payment received,False,,1429950621,11,,,,Payment received,2026-08-25T19:59:14.4081081Z,f1d60155-70d5-448c-8c38-117a4bee440e,Olena+e2@nexudus.com,2026-08-25T19:59:14.4706092Z
1440192554,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Billy Norton,1423807141,Billy Norton,False,2026-08-28T19:55:26Z,1429950622,INV-0019,True,2026-08-25T19:59:15.2217649Z,False,,500.0,False,2026-08-25T19:59:15.2217649Z,0.0,,0.0,Payment received,False,,1429950622,11,,,,Payment received,2026-08-25T19:59:15.2217649Z,df0121d3-bb34-4525-a47c-9b9dbcc4ce95,Olena+e2@nexudus.com,2026-08-25T19:59:15.2842682Z
1440192556,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Dylan Young,1423806948,Dylan Young,False,2026-08-28T19:55:27Z,1429950623,INV-0020,True,2026-08-25T19:59:15.956146Z,False,,230.0,False,2026-08-25T19:59:15.956146Z,0.0,,0.0,Payment received,False,,1429950623,11,,,,Payment received,2026-08-25T19:59:15.956146Z,006ab501-2629-4687-9a0e-c61ff45cb187,Olena+e2@nexudus.com,2026-08-25T19:59:16.0186362Z
1440192558,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Jacob Robinson,1423807144,Jacob Robinson,False,2026-08-28T19:55:31Z,1429951337,INV-0021,True,2026-08-25T19:59:16.7544703Z,False,,485.0,False,2026-08-25T19:59:16.7544703Z,0.0,,0.0,Payment received,False,,1429951337,11,,,,Payment received,2026-08-25T19:59:16.7544703Z,f622ad81-b411-4c38-8890-ce0468d05bb9,Olena+e2@nexudus.com,2026-08-25T19:59:16.8951829Z
1440192481,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Megan Taylor,1423806950,Megan Taylor,False,2026-08-28T19:55:32Z,1429950624,INV-0022,True,2026-08-25T19:59:17.6594599Z,False,,475.0,False,2026-08-25T19:59:17.6594599Z,0.0,,0.0,Payment received,False,,1429950624,11,,,,Payment received,2026-08-25T19:59:17.6594599Z,3973b4c5-d875-4070-8f1f-dca283e6a53c,Olena+e2@nexudus.com,2026-08-25T19:59:17.7063477Z
1440192483,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Jessica Dixon,1423807150,Jessica Dixon,False,2026-08-28T19:55:34Z,1429950625,INV-0023,True,2026-08-25T19:59:18.9577377Z,False,,375.0,False,2026-08-25T19:59:18.9577377Z,0.0,,0.0,Payment received,False,,1429950625,11,,,,Payment received,2026-08-25T19:59:18.9577377Z,9b98daa0-7d2c-42a7-a3d8-d79bdd728ab8,Olena+e2@nexudus.com,2026-08-25T19:59:19.0358795Z
1440192485,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Stanley Holmes,1423807151,Stanley Holmes,False,2026-08-28T19:55:35Z,1429950626,INV-0024,True,2026-08-25T19:59:19.7546378Z,False,,185.0,False,2026-08-25T19:59:19.7546378Z,0.0,,0.0,Payment received,False,,1429950626,11,,,,Payment received,2026-08-25T19:59:19.7546378Z,ccd21908-ef01-4068-b55b-4a25860fba58,Olena+e2@nexudus.com,2026-08-25T19:59:19.8171361Z
1440192560,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Gerald Richardson,1423807152,Gerald Richardson,False,2026-08-28T19:55:37Z,1429951338,INV-0025,True,2026-08-25T19:59:20.7095675Z,False,,340.0,False,2026-08-25T19:59:20.7095675Z,0.0,,0.0,Payment received,False,,1429951338,11,,,,Payment received,2026-08-25T19:59:20.7095675Z,23fc4afc-1817-49ae-9089-dbd48e95a723,Olena+e2@nexudus.com,2026-08-25T19:59:20.787767Z
1440192487,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Jacqueline Wilson,1423807153,Jacqueline Wilson,False,2026-08-28T19:55:38Z,1429951435,INV-0026,True,2026-08-25T19:59:21.6479539Z,False,,2110.0,False,2026-08-25T19:59:21.6479539Z,0.0,,0.0,Payment received,False,,1429951435,11,,,,Payment received,2026-08-25T19:59:21.6479539Z,2bdee47a-3d56-45ca-817d-3c57c1411690,Olena+e2@nexudus.com,2026-08-25T19:59:21.7260644Z
1440192489,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Ryan Nelson,1423807154,Ryan Nelson,False,2026-08-28T19:55:39Z,1429951339,INV-0027,True,2026-08-25T19:59:23.2302483Z,False,,475.0,False,2026-08-25T19:59:23.2302483Z,0.0,,0.0,Payment received,False,,1429951339,11,,,,Payment received,2026-08-25T19:59:23.2302483Z,3dd9a971-3582-4149-8642-d7cbade393d3,Olena+e2@nexudus.com,2026-08-25T19:59:23.323967Z
1440192562,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Suzanne Phillips,1423807155,Suzanne Phillips,False,2026-08-28T19:55:40Z,1429951436,INV-0028,True,2026-08-25T19:59:24.0710522Z,False,,370.0,False,2026-08-25T19:59:24.0710522Z,0.0,,0.0,Payment received,False,,1429951436,11,,,,Payment received,2026-08-25T19:59:24.0710522Z,61ca56fe-31db-4eb3-a7b1-e14668d9f5a0,Olena+e2@nexudus.com,2026-08-25T19:59:24.149148Z
1440192564,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Bethany Johnston,1423807156,Bethany Johnston,False,2026-08-28T19:55:42Z,1429951340,INV-0029,True,2026-08-25T19:59:24.9779422Z,False,,149.94,False,2026-08-25T19:59:24.9779422Z,0.0,,0.0,Payment received,False,,1429951340,11,,,,Payment received,2026-08-25T19:59:24.9779422Z,80026d63-696f-4263-a03d-3e24d531693c,Olena+e2@nexudus.com,2026-08-25T19:59:25.0716802Z
1440192491,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Glen Hawkins,1423807157,Glen Hawkins,False,2026-08-28T19:55:43Z,1429951437,INV-0030,True,2026-08-25T19:59:26.1798424Z,False,,64.93,False,2026-08-25T19:59:26.1798424Z,0.0,,0.0,Payment received,False,,1429951437,11,,,,Payment received,2026-08-25T19:59:26.1798424Z,981f5310-dbf8-40c2-951c-e60a7abdb7ba,Olena+e2@nexudus.com,2026-08-25T19:59:26.2267359Z
1440192493,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Charles Kelly,1423807158,Charles Kelly,False,2026-08-28T19:55:44Z,1429951438,INV-0031,True,2026-08-25T19:59:26.8523937Z,False,,2060.0,False,2026-08-25T19:59:26.8523937Z,0.0,,0.0,Payment received,False,,1429951438,11,,,,Payment received,2026-08-25T19:59:26.8523937Z,5d792de5-e665-401d-94a8-ad39ec020fe4,Olena+e2@nexudus.com,2026-08-25T19:59:26.8992232Z
1440192495,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Rachael Byrne,1423806954,Rachael Byrne,False,2026-08-28T19:55:46Z,1429951439,INV-0032,True,2026-08-25T19:59:27.7752999Z,False,,2010.0,False,2026-08-25T19:59:27.7752999Z,0.0,,0.0,Payment received,False,,1429951439,11,,,,Payment received,2026-08-25T19:59:27.7752999Z,6c8b8e4d-e30c-4cd6-9539-017adbbedc4c,Olena+e2@nexudus.com,2026-08-25T19:59:27.8377912Z
1440192566,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Danny Hale,1423807159,Danny Hale,False,2026-08-28T19:55:48Z,1429951440,INV-0033,True,2026-08-25T19:59:28.5736865Z,False,,190.0,False,2026-08-25T19:59:28.5736865Z,0.0,,0.0,Payment received,False,,1429951440,11,,,,Payment received,2026-08-25T19:59:28.5736865Z,6bb6d53a-feb2-4346-99eb-4b2acb9553b4,Olena+e2@nexudus.com,2026-08-25T19:59:28.6049525Z
1440192568,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Wayne Davidson,1423806955,Wayne Davidson,False,2026-08-28T19:55:49Z,1429951441,INV-0034,True,2026-08-25T19:59:29.2299517Z,False,,175.0,False,2026-08-25T19:59:29.2299517Z,0.0,,0.0,Payment received,False,,1429951441,11,,,,Payment received,2026-08-25T19:59:29.2299517Z,03bdb67c-1a84-41c5-b064-37d97538f22f,Olena+e2@nexudus.com,2026-08-25T19:59:29.2924569Z
1440192497,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Chelsea Powell,1423807160,Chelsea Powell,False,2026-08-28T19:55:51Z,1429951341,INV-0035,True,2026-08-25T19:59:30.0109542Z,False,,190.0,False,2026-08-25T19:59:30.0109542Z,0.0,,0.0,Payment received,False,,1429951341,11,,,,Payment received,2026-08-25T19:59:30.0109542Z,a8f34108-fc43-43c5-975e-6d01b47981de,Olena+e2@nexudus.com,2026-08-25T19:59:30.0734605Z
1440192499,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Stanley Griffiths,1423806940,Stanley Griffiths,False,2026-08-28T19:55:54Z,1429951342,INV-0036,True,2026-08-25T19:59:30.7922384Z,False,,5579.1,False,2026-08-25T19:59:30.7922384Z,0.0,,0.0,Payment received,False,,1429951342,11,,,,Payment received,2026-08-25T19:59:30.7922384Z,86cb3140-b7ee-43bd-81f5-d271dd234c19,Olena+e2@nexudus.com,2026-08-25T19:59:30.8547389Z
1440192501,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Diane Newman,1423807128,Diane Newman,False,2026-08-28T19:55:56Z,1429951343,INV-0037,True,2026-08-25T19:59:31.7155781Z,False,,380.0,False,2026-08-25T19:59:31.7155781Z,0.0,,0.0,Payment received,False,,1429951343,11,,,,Payment received,2026-08-25T19:59:31.7155781Z,08cb7a4c-143d-471e-b7a7-d4841f9eea79,Olena+e2@nexudus.com,2026-08-25T19:59:31.8093106Z
1440192503,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Sian Cox,1423807129,Sian Cox,False,2026-08-28T19:55:57Z,1429951442,INV-0038,True,2026-08-25T19:59:32.4499514Z,False,,359.14,False,2026-08-25T19:59:32.4499514Z,0.0,,0.0,Payment received,False,,1429951442,11,,,,Payment received,2026-08-25T19:59:32.4499514Z,b6d27909-b911-4302-b68c-10f76a6a2451,Olena+e2@nexudus.com,2026-08-25T19:59:32.4974648Z
1440192505,0.0,EUR,1421022733,MAIN_E2 (PARENT Location),PAYM,,Mary Higgins,1423807131,Mary Higgins,False,2026-08-28T19:55:59Z,1429951344,INV-0039,True,2026-08-25T19:59:33.1082066Z,False,,12075.0,False,2026-08-25T19:59:33.1082066Z,0.0,,0.0,Payment received,False,,1429951344,11,,,,Payment received,2026-08-25T19:59:33.1082066Z,8077a2c1-e8ab-4b34-924d-71fd82838eb1,Olena+e2@nexudus.com,2026-08-25T19:59:33.1863132Z
