Id,BusinessId,CheckDeposited,CheckDepositedOn,CheckDepositedProductUniqueId,ClearFileDataFile,ClearForwardedFileDataFile,ClearScannedFileDataFile,ClearSignatureFile,Collected,CollectedOn,CollectedProductUniqueId,ContractContactEmail,ContractContactFullName,ContractContactId,CoworkerBillingName,CoworkerCompanyName,CoworkerCoworkerType,CoworkerEmail,CoworkerFullName,CoworkerId,CoworkerTeamNames,CreatedOn,CustomFields,DeliveryIndex,DeliveryType,FileDataFileName,Forwarded,ForwardedFileDataFileName,ForwardedOn,ForwardedProductUniqueId,ForwardingAddressUniqueId,HandlingPreference,IsNew,LocalizationDetails,Location,Name,NewFileDataUrl,NewForwardedFileDataUrl,NewScannedFileDataUrl,NewSignatureUrl,Notes,Processed,ReceivedBy,Recycled,RecycledOn,RecycledProductUniqueId,RequiresSignature,ReturnedToSender,ReturnedToSenderOn,ReturnedToSenderProductUniqueId,Scanned,ScannedFileDataFileName,ScannedOn,ScannedProductUniqueId,Shredded,ShreddedOn,ShreddedProductUniqueId,SignatureFileName,Signed,StoredForCollection,StoredForCollectionOn,StoredForCollectionProductUniqueId,SystemId,ToStringText,UniqueId,UpdatedBy,UpdatedOn
1417149163,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-038@seeddata.local,Jessica Dixon,1423749948,,2026-08-24T16:42:40.4643335Z,,1,1,,False,,,,,1,False,,Reception,Insurance Letter,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Insurance Letter,37e7f3fc-6a21-4066-9ade-28e1747acced,Olena+e2@nexudus.com,2026-08-24T16:42:40.6049549Z
1417149164,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-006@seeddata.local,Mary Higgins,1423747909,CloudNine Labs,2026-08-24T16:42:42.5431865Z,,2,1,,False,,,,,8,False,,Reception,Bank Statement,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Bank Statement,a5025bd0-9f25-4114-afbc-3638731c3522,Olena+e2@nexudus.com,2026-08-24T16:42:42.6531274Z
1417149165,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-038@seeddata.local,Jessica Dixon,1423749948,,2026-08-24T16:42:44.7165053Z,,3,1,,False,,,,,1,False,,Reception,Postcard,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Postcard,ed2ab54d-5494-47a1-a22a-d2bde689c1da,Olena+e2@nexudus.com,2026-08-24T16:42:44.8266106Z
1417149166,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-030@seeddata.local,Jessica White,1423750044,Echo Digital,2026-08-24T16:42:46.858577Z,,4,1,,False,,,,,7,False,,Reception,Tax Document,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Tax Document,9d5c515d-6bd9-4063-b665-764bffd6bd3b,Olena+e2@nexudus.com,2026-08-24T16:42:47.0014448Z
1417149167,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-009@seeddata.local,Heather Ryan,1423749934,Bright Studio,2026-08-24T16:42:49.0894828Z,,5,1,,False,,,,,1,False,,Reception,Bank Statement,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Bank Statement,2cba3d96-e154-46ee-9e2f-85f56f363a05,Olena+e2@nexudus.com,2026-08-24T16:42:49.2301122Z
1417149168,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-038@seeddata.local,Jessica Dixon,1423749948,,2026-08-24T16:42:51.2350025Z,,6,1,,False,,,,,9,False,,Reception,Tax Document,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Tax Document,007db515-ee7e-4cf3-abb5-751cf4cdca0f,Olena+e2@nexudus.com,2026-08-24T16:42:51.3912645Z
1417149169,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-016@seeddata.local,Robin Andrews,1423747913,Acme Corp,2026-08-24T16:42:52.1335647Z,,7,1,,False,,,,,2,False,,Reception,Postcard,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Postcard,c6981e2d-a424-4204-b0c8-48be44870fb2,Olena+e2@nexudus.com,2026-08-24T16:42:52.4304388Z
1417149170,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-028@seeddata.local,Jacob Robinson,1423750042,Delta Ventures,2026-08-24T16:42:54.4682052Z,,8,1,,False,,,,,1,False,,Reception,Postcard,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Postcard,a096b59a-92e2-429c-bee1-dce218bcbd99,Olena+e2@nexudus.com,2026-08-24T16:42:54.5814834Z
1417149171,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-013@seeddata.local,Sarah Reed,1423749936,Echo Digital,2026-08-24T16:42:56.6414749Z,,9,1,,False,,,,,1,False,,Reception,Bank Statement,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Bank Statement,06dd6749-171a-4980-bd98-4b7e7197568d,Olena+e2@nexudus.com,2026-08-24T16:42:56.7977243Z
1417149172,1421022733,False,,,False,False,False,False,False,,,,,,,,Individual,test-033@seeddata.local,Rhys Davies,1423749944,Echo Digital,2026-08-24T16:42:58.9301328Z,,10,1,,False,,,,,9,False,,Reception,Bank Statement,,,,,,False,,False,,,False,False,,,False,,,,False,,,,False,False,,,,Bank Statement,bb9929dd-78a2-4433-a355-f95e1cc4989f,Olena+e2@nexudus.com,2026-08-24T16:42:59.2560092Z
